1,1525053
2,1522995
3,1535391
4,1501464
5,1514678
6,1517329
7,1497703
8,1520590
9,1494902
10,1526813
11,1517699
12,1530139
13,1515293
14,1512913
15,1510195
16,1506397
17,1514735
18,1497865
19,1531731
20,1526918
21,1524325
22,1515710
23,1505403
24,1521134
25,1508881
26,1517611
27,1511437
28,1514227
29,1520283
30,1476835
31,1507216
32,1522404
33,1526499
34,1524200
35,1497804
36,1504172
37,1517472
38,1509259
39,1513055
40,1518924
